payment_id,customer_id,staff_id,rental_id,amount,payment_date
8076,271,1,12337,9.99,2005-08-04 10:17:37
8077,343,2,10466,7.99,2005-08-10 21:38:37
8078,306,1,1752,9.99,2005-09-02 05:30:37
8079,280,1,4970,8.99,2005-06-12 09:30:37
8080,315,2,4672,2.99,2005-06-23 00:55:37
8081,331,2,1412,8.99,2005-07-08 17:57:37
8082,580,1,7750,8.99,2005-08-25 04:42:37
8083,43,1,14920,1.99,2005-06-16 02:29:37
8084,119,1,2048,4.99,2005-09-23 05:32:37
8085,105,1,7618,4.99,2005-09-10 05:27:37
8086,414,1,1419,4.99,2005-07-25 00:59:37
8087,581,2,214,3.99,2005-06-20 05:57:37
8088,97,1,2020,0.99,2005-09-16 21:51:37
8089,70,2,6811,3.99,2005-07-22 21:17:37
8090,475,1,6904,8.99,2005-05-27 17:52:37
8091,224,2,11130,6.99,2005-06-02 22:43:37
8092,379,1,837,7.99,2005-09-23 01:30:37
8093,599,1,5434,9.99,2005-06-26 02:04:37
8094,37,2,1292,0.99,2005-06-11 03:40:37
8095,491,2,8357,1.99,2005-07-28 13:17:37
8096,312,1,6275,8.99,2005-09-18 13:59:37
8097,507,1,9400,4.99,2005-09-01 06:17:37
8098,395,1,14795,7.99,2005-08-13 06:48:37
8099,107,2,10440,9.99,2005-08-27 13:18:37
8100,319,2,9466,4.99,2005-07-27 16:58:37
8101,550,2,1056,3.99,2005-07-22 13:42:37
8102,175,1,8681,3.99,2005-09-14 20:39:37
8103,295,2,7098,8.99,2005-06-26 22:50:37
8104,491,2,15207,1.99,2005-06-03 03:48:37
8105,504,2,229,2.99,2005-07-30 19:14:37
8106,87,2,7198,1.99,2005-08-19 14:23:37
8107,71,1,9729,8.99,2005-08-14 02:32:37
8108,559,1,9441,2.99,2005-08-24 14:35:37
8109,125,1,1997,4.99,2005-07-15 08:57:37
8110,299,2,493,3.99,2005-06-02 20:50:37
8111,445,2,11333,5.99,2005-07-09 22:12:37
8112,378,1,5282,4.99,2005-05-26 18:24:37
8113,509,1,601,7.99,2005-06-16 03:26:37
8114,443,1,12241,3.99,2005-06-17 22:07:37
8115,350,2,7602,5.99,2005-06-23 03:41:37
8116,93,2,11392,3.99,2005-08-15 21:04:37
8117,466,2,82,4.99,2005-08-09 01:09:37
8118,61,2,9296,8.99,2005-08-26 20:30:37
8119,402,2,3944,1.99,2005-05-27 12:32:37
8120,459,2,12980,7.99,2005-08-04 05:11:37
8121,326,1,6744,4.99,2005-06-23 20:27:37
8122,317,2,14394,5.99,2005-09-11 10:58:37
8123,349,2,11186,4.99,2005-06-28 15:59:37
8124,563,1,3203,6.99,2005-07-02 23:30:37
8125,564,1,10038,0.99,2005-09-02 10:03:37
8126,399,1,6504,5.99,2005-05-31 12:38:37
8127,112,1,9709,1.99,2005-06-08 00:40:37
8128,576,1,4993,3.99,2005-07-28 17:06:37
8129,518,1,13346,9.99,2005-09-03 10:05:37
8130,337,1,8507,0.99,2005-05-27 10:24:37
8131,441,1,15112,2.99,2005-06-11 20:15:37
8132,70,2,8559,2.99,2005-09-19 07:28:37
8133,51,1,11903,2.99,2005-08-24 10:18:37
8134,563,2,9523,2.99,2005-06-06 01:07:37
8135,47,1,922,0.99,2005-08-10 17:43:37
8136,492,1,1110,3.99,2005-09-07 08:14:37
8137,376,1,11647,8.99,2005-06-09 01:58:37
8138,574,2,12504,2.99,2005-09-19 14:17:37
8139,431,1,217,0.99,2005-08-28 14:32:37
8140,312,1,1707,3.99,2005-08-01 05:45:37
8141,567,2,14455,8.99,2005-06-06 12:48:37
8142,165,2,5588,9.99,2005-09-15 14:37:37
8143,172,1,13348,6.99,2005-06-12 21:36:37
8144,13,1,5430,0.99,2005-08-21 04:36:37
8145,493,2,8807,5.99,2005-09-05 16:30:37
8146,70,2,6208,8.99,2005-06-01 22:56:37
8147,288,2,1327,8.99,2005-09-21 09:43:37
8148,119,1,10464,4.99,2005-07-03 15:25:37
8149,370,2,12920,3.99,2005-07-05 15:57:37
8150,149,2,6518,0.99,2005-09-14 13:40:37
8151,240,1,12775,0.99,2005-09-17 03:02:37
8152,234,1,3605,7.99,2005-08-29 08:07:37
8153,207,2,2474,5.99,2005-05-31 13:59:37
8154,190,2,7945,7.99,2005-06-28 10:43:37
8155,519,2,12263,0.99,2005-08-31 13:17:37
8156,497,2,5046,3.99,2005-07-25 20:43:37
8157,184,2,10232,5.99,2005-07-05 07:24:37
8158,541,1,8897,8.99,2005-05-28 03:35:37
8159,518,1,6107,6.99,2005-08-13 19:01:37
8160,348,1,11067,9.99,2005-09-01 07:00:37
8161,25,2,2395,5.99,2005-08-18 17:30:37
8162,1,2,2536,9.99,2005-06-13 19:27:37
8163,255,1,2687,7.99,2005-07-12 05:27:37
8164,333,2,11523,8.99,2005-06-04 04:13:37
8165,73,2,9220,5.99,2005-05-25 21:21:37
8166,247,1,5393,3.99,2005-07-12 13:21:37
8167,266,1,11482,5.99,2005-09-21 00:39:37
8168,151,2,3049,4.99,2005-06-08 00:59:37
8169,543,1,11396,6.99,2005-08-01 18:22:37
8170,545,2,6873,1.99,2005-09-16 13:30:37
8171,482,2,7613,9.99,2005-08-10 13:36:37
8172,427,1,5301,0.99,2005-06-12 01:22:37
8173,255,1,1558,8.99,2005-09-03 21:00:37
8174,584,2,11043,8.99,2005-08-30 11:02:37
8175,383,1,5539,0.99,2005-07-19 14:56:37
8176,414,2,6965,4.99,2005-07-17 19:41:37
8177,257,1,8482,4.99,2005-08-18 11:59:37
8178,120,1,4354,1.99,2005-08-21 00:19:37
8179,124,2,2526,8.99,2005-06-09 00:34:37
8180,429,2,1028,6.99,2005-07-15 22:14:37
8181,401,2,6674,3.99,2005-05-25 19:02:37
8182,148,1,6456,0.99,2005-09-19 12:56:37
8183,573,1,14923,7.99,2005-08-11 01:59:37
8184,557,1,10071,3.99,2005-08-29 14:12:37
8185,237,1,11999,2.99,2005-08-05 05:01:37
8186,401,2,11434,7.99,2005-06-17 18:27:37
8187,376,2,12213,1.99,2005-07-28 03:15:37
8188,546,1,15187,7.99,2005-08-30 17:14:37
8189,232,2,1109,2.99,2005-06-17 07:21:37
8190,417,2,12916,3.99,2005-07-01 08:47:37
8191,131,1,166,4.99,2005-07-04 23:48:37
8192,313,2,2739,2.99,2005-07-24 09:58:37
8193,199,2,7817,7.99,2005-07-25 05:46:37
8194,41,2,8346,0.99,2005-07-18 14:25:37
8195,61,2,12353,2.99,2005-08-20 23:11:37
8196,549,2,5596,4.99,2005-08-20 22:21:37
8197,553,2,14974,6.99,2005-09-08 19:51:37
8198,512,1,9675,8.99,2005-06-08 11:39:37
8199,344,1,7044,8.99,2005-07-14 19:55:37
8200,546,1,722,7.99,2005-07-23 05:54:37
8201,519,1,4855,7.99,2005-07-06 21:38:37
8202,447,2,4911,5.99,2005-08-23 00:44:37
8203,383,1,6811,5.99,2005-07-21 00:50:37
8204,268,2,9596,3.99,2005-06-02 21:30:37
8205,299,2,14895,3.99,2005-08-03 10:29:37
8206,108,1,392,7.99,2005-08-04 12:19:37
8207,542,1,4900,6.99,2005-08-30 15:46:37
8208,141,2,2738,0.99,2005-06-24 12:55:37
8209,137,2,7560,2.99,2005-09-19 14:44:37
8210,419,1,2846,1.99,2005-08-07 17:57:37
8211,520,1,13328,8.99,2005-07-29 00:02:37
8212,466,1,10079,2.99,2005-06-27 04:45:37
8213,161,2,6093,3.99,2005-09-09 01:27:37
8214,357,2,7744,6.99,2005-09-08 00:42:37
8215,453,1,8260,1.99,2005-09-13 06:52:37
8216,133,1,2229,7.99,2005-08-01 08:57:37
8217,247,2,377,7.99,2005-07-12 10:55:37
8218,372,2,13374,7.99,2005-08-16 23:46:37
8219,508,1,4220,6.99,2005-09-14 19:31:37
8220,99,1,1234,3.99,2005-09-15 08:32:37
8221,251,1,9889,3.99,2005-08-16 22:41:37
8222,426,1,14613,4.99,2005-08-06 05:38:37
8223,198,2,7157,2.99,2005-06-30 13:52:37
8224,595,2,777,6.99,2005-07-29 21:44:37
8225,438,2,5590,4.99,2005-06-04 20:42:37
8226,334,1,6738,9.99,2005-05-26 13:38:37
8227,533,1,3006,3.99,2005-08-02 09:20:37
8228,259,2,2104,6.99,2005-08-30 03:55:37
8229,219,2,11141,1.99,2005-06-03 10:28:37
8230,308,2,143,5.99,2005-07-12 10:16:37
8231,278,1,3643,2.99,2005-05-26 16:36:37
8232,314,2,4656,9.99,2005-07-29 20:47:37
8233,190,1,13571,2.99,2005-08-19 05:41:37
8234,389,2,13518,9.99,2005-06-12 14:52:37
8235,474,1,13242,1.99,2005-09-17 13:28:37
8236,363,2,5259,7.99,2005-07-16 19:20:37
8237,424,1,2903,5.99,2005-07-28 03:41:37
8238,207,1,3565,6.99,2005-06-14 01:18:37
8239,181,1,5663,8.99,2005-06-04 05:14:37
8240,409,1,12837,5.99,2005-07-06 19:12:37
8241,188,2,7996,2.99,2005-07-18 20:26:37
8242,193,2,6699,6.99,2005-07-21 15:56:37
8243,10,2,7915,7.99,2005-07-21 14:48:37
8244,312,2,14904,3.99,2005-08-05 13:31:37
8245,563,1,14961,1.99,2005-07-06 22:31:37
8246,387,2,6534,7.99,2005-06-23 08:28:37
8247,433,2,3764,6.99,2005-07-30 18:10:37
8248,517,1,12771,8.99,2005-06-15 21:17:37
8249,326,2,14727,8.99,2005-06-24 09:52:37
8250,169,1,7300,1.99,2005-08-16 20:52:37
8251,527,1,1471,2.99,2005-06-27 19:17:37
8252,24,2,11987,0.99,2005-08-31 19:34:37
8253,45,1,4760,1.99,2005-06-03 16:36:37
8254,93,1,13588,9.99,2005-09-18 01:56:37
8255,270,2,7852,8.99,2005-09-08 19:28:37
8256,133,2,10068,8.99,2005-06-04 11:00:37
8257,525,1,12961,4.99,2005-07-31 18:42:37
8258,209,1,15102,6.99,2005-06-15 18:13:37
8259,358,1,4145,3.99,2005-08-21 20:05:37
8260,548,1,3149,9.99,2005-06-01 14:21:37
8261,259,2,4533,9.99,2005-06-24 01:46:37
8262,191,1,9042,3.99,2005-06-29 16:36:37
8263,373,2,3813,7.99,2005-05-28 18:07:37
8264,276,1,9125,3.99,2005-08-11 09:27:37
8265,547,2,7763,5.99,2005-06-19 20:24:37
8266,293,2,9930,9.99,2005-08-14 21:46:37
8267,124,2,14969,4.99,2005-06-08 22:47:37
8268,426,2,3822,0.99,2005-09-03 17:28:37
8269,180,2,10302,5.99,2005-08-15 18:54:37
8270,257,1,14329,0.99,2005-09-08 15:37:37
8271,533,2,12369,3.99,2005-08-31 19:45:37
8272,404,2,14752,5.99,2005-07-16 03:42:37
8273,392,1,7509,3.99,2005-06-09 09:41:37
8274,567,2,5333,9.99,2005-06-10 08:16:37
8275,369,1,5637,2.99,2005-06-30 15:19:37
8276,204,1,10832,0.99,2005-09-09 05:07:37
8277,47,2,1236,2.99,2005-08-11 16:16:37
8278,500,1,11431,7.99,2005-06-24 10:26:37
8279,385,1,5932,6.99,2005-07-21 22:33:37
8280,357,2,4578,1.99,2005-07-25 20:48:37
8281,467,2,5538,2.99,2005-06-22 01:22:37
8282,153,1,11744,4.99,2005-08-14 12:16:37
8283,369,2,7691,0.99,2005-06-21 09:11:37
8284,18,1,5474,4.99,2005-06-24 00:58:37
8285,93,2,2089,1.99,2005-09-01 22:33:37
8286,379,1,8305,0.99,2005-07-09 12:53:37
8287,110,2,3362,8.99,2005-07-21 18:28:37
8288,557,2,1038,2.99,2005-07-26 02:14:37
8289,292,1,13324,9.99,2005-09-22 20:35:37
8290,278,2,5299,8.99,2005-07-30 05:28:37
8291,163,2,717,8.99,2005-08-29 19:20:37
8292,400,1,9734,7.99,2005-06-28 23:43:37
8293,591,1,13746,3.99,2005-09-04 18:38:37
8294,218,2,547,3.99,2005-08-16 18:13:37
8295,22,2,15283,9.99,2005-07-31 11:09:37
8296,506,1,7225,7.99,2005-07-01 09:19:37
8297,523,1,3384,7.99,2005-09-09 07:58:37
8298,322,1,8638,6.99,2005-07-15 08:24:37
8299,165,1,7312,1.99,2005-05-27 15:07:37
8300,152,2,13494,7.99,2005-07-25 00:38:37
8301,28,1,9699,5.99,2005-07-12 18:59:37
8302,278,2,10803,8.99,2005-07-14 16:59:37
8303,244,1,3768,1.99,2005-06-14 05:04:37
8304,6,2,9649,2.99,2005-08-27 16:07:37
8305,342,1,15631,3.99,2005-07-01 19:59:37
8306,41,2,2461,0.99,2005-07-26 22:18:37
8307,113,2,4789,6.99,2005-09-09 15:20:37
8308,144,2,9644,3.99,2005-09-02 00:32:37
8309,247,1,4160,6.99,2005-06-11 08:23:37
8310,272,2,6839,1.99,2005-09-11 11:50:37
8311,288,1,1872,6.99,2005-07-05 06:19:37
8312,128,1,10822,8.99,2005-06-01 05:49:37
8313,458,1,651,4.99,2005-08-25 22:09:37
8314,558,2,6314,3.99,2005-07-31 10:14:37
8315,50,2,8039,9.99,2005-06-09 00:15:37
8316,315,1,11124,4.99,2005-08-31 16:41:37
8317,420,2,11718,0.99,2005-06-06 01:11:37
8318,196,1,9926,1.99,2005-08-01 04:02:37
8319,113,2,4367,7.99,2005-09-03 13:37:37
8320,258,1,14658,9.99,2005-06-27 00:44:37
8321,533,1,42,9.99,2005-06-23 21:43:37
8322,186,2,4734,4.99,2005-07-06 13:15:37
8323,292,2,13480,5.99,2005-09-01 16:50:37
8324,457,1,11225,9.99,2005-06-09 12:46:37
8325,247,2,2371,8.99,2005-09-22 21:56:37
8326,24,2,3012,3.99,2005-06-21 19:22:37
8327,36,2,5429,4.99,2005-05-30 20:26:37
8328,175,1,5847,4.99,2005-07-08 08:37:37
8329,555,1,15728,1.99,2005-07-11 11:23:37
8330,508,1,9868,3.99,2005-08-04 18:56:37
8331,160,2,4095,5.99,2005-09-09 23:12:37
8332,266,1,7760,0.99,2005-08-17 18:37:37
8333,446,2,6295,6.99,2005-07-30 18:36:37
8334,188,1,3187,8.99,2005-07-08 10:42:37
8335,498,2,2071,4.99,2005-05-31 22:31:37
8336,253,1,13544,4.99,2005-07-17 21:58:37
8337,565,1,522,6.99,2005-08-10 05:36:37
8338,219,1,11630,0.99,2005-05-26 20:27:37
8339,267,1,12074,5.99,2005-07-21 23:06:37
8340,383,1,10150,6.99,2005-09-02 13:49:37
8341,404,2,2655,1.99,2005-09-09 02:52:37
8342,426,1,2561,7.99,2005-06-18 13:57:37
8343,300,1,6497,0.99,2005-06-13 13:28:37
8344,32,1,15008,9.99,2005-09-16 07:48:37
8345,86,1,569,8.99,2005-08-16 06:11:37
8346,405,2,15057,1.99,2005-08-19 01:14:37
8347,534,2,13018,2.99,2005-07-09 14:38:37
8348,570,1,9762,6.99,2005-05-27 20:07:37
8349,274,1,2294,9.99,2005-08-25 13:04:37
8350,459,1,14688,5.99,2005-07-04 06:19:37
8351,507,1,14660,4.99,2005-07-23 16:39:37
8352,299,1,11019,5.99,2005-08-20 14:41:37
8353,104,1,2209,6.99,2005-07-16 12:43:37
8354,198,2,2910,9.99,2005-07-26 14:37:37
8355,281,2,12139,0.99,2005-07-09 18:36:37
8356,456,2,3433,5.99,2005-06-06 23:27:37
8357,64,1,6171,0.99,2005-09-11 21:05:37
8358,418,2,13824,8.99,2005-08-19 02:00:37
8359,402,2,8213,9.99,2005-06-03 11:31:37
8360,137,2,8231,3.99,2005-09-05 13:54:37
8361,439,2,2003,3.99,2005-08-06 17:43:37
8362,204,2,14447,6.99,2005-08-29 00:16:37
8363,71,2,2447,6.99,2005-08-19 01:35:37
8364,577,2,8945,0.99,2005-07-16 10:22:37
8365,316,2,11152,0.99,2005-06-29 16:27:37
8366,512,2,9081,0.99,2005-07-06 18:49:37
8367,561,2,5837,2.99,2005-07-25 17:36:37
8368,22,1,10963,1.99,2005-07-24 19:16:37
8369,133,2,4820,1.99,2005-07-04 20:18:37
8370,555,1,9084,4.99,2005-07-07 06:45:37
8371,95,2,9067,3.99,2005-07-01 05:31:37
8372,55,1,11898,9.99,2005-08-15 05:59:37
8373,307,1,14349,7.99,2005-09-06 16:07:37
8374,102,1,14632,0.99,2005-09-16 23:30:37
8375,244,2,12671,1.99,2005-07-19 08:22:37
8376,464,1,12786,1.99,2005-08-02 04:37:37
8377,224,2,4383,6.99,2005-08-02 18:54:37
8378,116,2,11280,4.99,2005-08-08 03:29:37
8379,193,2,5439,3.99,2005-06-23 12:11:37
8380,238,2,12098,2.99,2005-09-14 02:14:37
8381,536,1,9563,2.99,2005-07-19 00:17:37
8382,424,2,5680,3.99,2005-06-18 01:42:37
8383,76,1,10823,8.99,2005-06-20 08:57:37
8384,279,1,13609,3.99,2005-08-20 22:28:37
8385,364,2,7115,6.99,2005-08-19 03:48:37
8386,345,1,2984,1.99,2005-06-09 16:06:37
8387,9,2,15732,0.99,2005-07-14 22:46:37
8388,519,1,6092,7.99,2005-08-20 17:55:37
8389,384,2,15678,7.99,2005-06-01 06:35:37
8390,72,2,11468,4.99,2005-09-14 09:03:37
8391,587,1,10880,0.99,2005-08-18 07:57:37
8392,284,2,4460,3.99,2005-09-20 04:14:37
8393,264,1,15206,9.99,2005-07-12 08:26:37
8394,216,1,7006,0.99,2005-07-10 00:23:37
8395,45,1,8954,5.99,2005-08-01 05:23:37
8396,354,2,9991,0.99,2005-07-18 10:39:37
8397,528,2,6688,0.99,2005-06-07 20:10:37
8398,508,2,8053,5.99,2005-05-30 02:07:37
8399,168,1,163,3.99,2005-07-04 00:53:37
8400,361,2,12954,4.99,2005-09-22 08:20:37
8401,217,1,15332,9.99,2005-09-11 05:58:37
8402,306,1,15942,2.99,2005-06-12 16:43:37
8403,299,1,15613,5.99,2005-06-06 17:48:37
8404,276,2,11346,1.99,2005-07-16 05:46:37
8405,587,2,10694,1.99,2005-07-25 06:59:37
8406,265,2,9299,1.99,2005-09-04 15:16:37
8407,133,1,944,1.99,2005-07-05 15:36:37
8408,398,2,14371,8.99,2005-08-05 00:24:37
8409,427,1,13259,4.99,2005-05-25 16:01:37
8410,246,1,2246,6.99,2005-07-11 04:33:37
8411,306,1,5965,2.99,2005-06-08 23:44:37
8412,358,2,15300,0.99,2005-08-05 15:48:37
8413,465,2,3807,9.99,2005-06-30 01:13:37
8414,179,2,10827,8.99,2005-09-15 17:18:37
8415,413,2,8215,9.99,2005-07-15 12:39:37
8416,264,2,10128,4.99,2005-09-23 02:36:37
8417,360,2,6293,4.99,2005-05-28 17:08:37
8418,334,2,11960,0.99,2005-06-13 18:42:37
8419,384,2,6528,1.99,2005-06-30 22:24:37
8420,437,1,1955,1.99,2005-06-09 14:50:37
8421,148,2,7098,2.99,2005-09-14 02:11:37
8422,528,1,7133,9.99,2005-05-28 15:37:37
8423,10,2,13935,2.99,2005-08-21 10:18:37
8424,496,1,4569,6.99,2005-06-22 17:22:37
8425,259,1,3750,8.99,2005-05-31 18:48:37
8426,178,1,12719,2.99,2005-08-20 00:15:37
8427,249,2,4298,2.99,2005-06-25 06:12:37
8428,405,1,14474,4.99,2005-06-20 23:55:37
8429,229,1,9648,6.99,2005-07-13 06:56:37
8430,8,1,288,9.99,2005-09-08 07:13:37
8431,278,1,415,0.99,2005-07-15 11:54:37
8432,158,1,6737,9.99,2005-07-16 15:15:37
8433,11,1,7835,8.99,2005-08-26 09:24:37
8434,88,1,8968,3.99,2005-08-16 18:54:37
8435,451,1,4871,3.99,2005-09-17 10:42:37
8436,107,2,6461,7.99,2005-07-23 11:37:37
8437,85,1,11191,9.99,2005-08-15 04:29:37
8438,527,2,2229,1.99,2005-09-16 06:49:37
8439,530,1,11180,7.99,2005-08-21 12:00:37
8440,460,1,9772,4.99,2005-06-14 01:20:37
8441,273,1,659,2.99,2005-09-09 06:30:37
8442,6,2,5470,0.99,2005-08-07 21:22:37
8443,432,1,4292,0.99,2005-06-17 08:47:37
8444,246,2,835,7.99,2005-09-23 01:52:37
8445,39,1,7754,5.99,2005-06-11 14:55:37
8446,266,1,13411,0.99,2005-05-26 19:22:37
8447,363,1,11591,1.99,2005-08-07 02:32:37
8448,571,1,7523,9.99,2005-08-12 00:32:37
8449,228,2,8153,8.99,2005-06-17 03:26:37
8450,464,2,8212,4.99,2005-06-24 21:46:37
8451,41,1,15483,1.99,2005-08-03 22:18:37
8452,210,1,10484,3.99,2005-09-19 18:36:37
8453,448,1,8528,4.99,2005-08-06 20:33:37
8454,66,1,2652,8.99,2005-08-16 10:19:37
8455,299,1,10283,3.99,2005-06-18 06:23:37
8456,546,2,12741,0.99,2005-06-09 16:31:37
8457,395,2,7915,2.99,2005-07-01 06:31:37
8458,506,2,15634,6.99,2005-06-02 17:27:37
8459,63,2,5744,8.99,2005-07-24 11:21:37
8460,72,1,651,7.99,2005-07-31 17:20:37
8461,306,2,6799,4.99,2005-06-10 11:56:37
8462,284,2,9723,3.99,2005-06-06 07:09:37
8463,138,2,11387,1.99,2005-08-01 10:18:37
8464,422,1,2806,6.99,2005-06-26 16:02:37
8465,505,1,7000,7.99,2005-08-05 15:49:37
8466,146,2,2590,9.99,2005-06-16 00:07:37
8467,77,2,8329,3.99,2005-06-13 16:23:37
8468,208,1,10585,9.99,2005-06-30 12:18:37
8469,181,1,13515,8.99,2005-09-06 09:07:37
8470,132,1,10117,4.99,2005-08-07 19:29:37
8471,70,2,2993,3.99,2005-07-14 16:04:37
8472,410,2,3974,1.99,2005-09-21 02:59:37
8473,74,2,12026,3.99,2005-06-14 00:26:37
8474,181,1,1095,3.99,2005-08-05 12:24:37
8475,349,2,14371,5.99,2005-09-08 08:43:37
8476,469,1,9909,8.99,2005-09-05 17:07:37
8477,356,2,12194,8.99,2005-06-25 14:35:37
8478,236,2,3123,4.99,2005-08-29 13:18:37
8479,138,1,949,8.99,2005-06-16 03:36:37
8480,460,1,8950,1.99,2005-08-23 17:50:37
8481,182,1,6688,3.99,2005-06-29 19:12:37
8482,434,1,7169,3.99,2005-09-07 06:41:37
8483,5,2,1430,0.99,2005-09-05 21:03:37
8484,213,2,1051,6.99,2005-08-02 00:19:37
8485,146,1,12310,5.99,2005-09-08 05:35:37
8486,449,2,2497,5.99,2005-08-20 14:00:37
8487,486,2,7640,3.99,2005-09-06 09:15:37
8488,390,1,479,8.99,2005-09-05 06:26:37
8489,344,1,9993,7.99,2005-08-31 08:58:37
8490,64,2,13401,9.99,2005-05-31 13:45:37
8491,554,2,9262,1.99,2005-07-01 13:02:37
8492,567,2,5944,7.99,2005-08-05 13:05:37
8493,440,2,9828,0.99,2005-09-19 14:40:37
8494,256,2,12302,9.99,2005-06-20 12:12:37
8495,559,2,5026,8.99,2005-09-01 00:13:37
8496,321,1,12191,5.99,2005-08-22 21:07:37
8497,457,1,454,2.99,2005-09-01 08:52:37
8498,565,1,15679,0.99,2005-09-17 12:59:37
8499,241,2,3584,0.99,2005-05-29 07:30:37
8500,569,1,14466,7.99,2005-08-02 07:41:37
8501,171,2,7716,2.99,2005-08-23 01:09:37
8502,168,2,11291,4.99,2005-06-10 19:29:37
8503,251,1,11600,8.99,2005-07-14 16:38:37
8504,385,2,7217,7.99,2005-08-02 02:18:37
8505,117,1,6727,2.99,2005-05-28 16:09:37
8506,222,1,13574,2.99,2005-07-29 06:37:37
8507,44,2,10960,8.99,2005-07-25 12:01:37
8508,432,1,14965,1.99,2005-08-09 13:08:37
8509,190,1,8399,1.99,2005-09-16 07:35:37
8510,367,1,2464,1.99,2005-06-13 18:32:37
8511,503,2,10191,8.99,2005-07-12 12:04:37
8512,11,2,13127,0.99,2005-08-04 17:58:37
8513,568,1,1702,3.99,2005-06-07 11:33:37
8514,279,1,743,5.99,2005-09-20 11:57:37
8515,141,2,12625,3.99,2005-08-16 23:22:37
8516,181,1,4199,2.99,2005-05-31 12:47:37
8517,159,2,1925,3.99,2005-08-02 02:09:37
8518,478,1,11442,0.99,2005-07-03 10:52:37
8519,333,2,4568,4.99,2005-09-20 14:16:37
8520,143,1,11275,9.99,2005-08-31 02:08:37
8521,114,2,2553,0.99,2005-09-16 05:42:37
8522,370,2,4104,4.99,2005-07-16 06:56:37
8523,289,1,4888,3.99,2005-07-23 00:14:37
8524,425,2,13106,0.99,2005-09-18 23:31:37
8525,404,1,7107,7.99,2005-05-27 12:06:37
8526,122,2,15822,3.99,2005-06-23 16:26:37
8527,397,1,53,5.99,2005-07-01 20:15:37
8528,574,1,8498,3.99,2005-06-05 08:58:37
8529,520,1,15887,9.99,2005-06-22 16:26:37
8530,305,2,10403,4.99,2005-08-28 06:46:37
8531,312,1,15959,2.99,2005-07-05 06:32:37
8532,568,2,8272,6.99,2005-06-14 18:12:37
8533,12,2,7240,9.99,2005-06-08 14:50:37
8534,127,2,6376,0.99,2005-05-26 10:39:37
8535,130,1,2400,5.99,2005-07-26 22:56:37
8536,48,2,1082,7.99,2005-06-04 22:25:37
8537,317,1,5297,0.99,2005-09-11 16:59:37
8538,539,1,7583,6.99,2005-08-18 09:48:37
8539,194,2,3910,3.99,2005-09-01 09:13:37
8540,275,1,1839,6.99,2005-08-29 18:26:37
8541,227,1,2898,0.99,2005-08-17 21:10:37
8542,313,1,15075,0.99,2005-08-26 02:48:37
8543,95,2,14020,8.99,2005-07-28 15:15:37
8544,562,2,6722,2.99,2005-07-29 15:34:37
8545,66,1,6534,1.99,2005-09-17 01:01:37
8546,488,1,10129,0.99,2005-07-28 02:18:37
8547,318,1,3769,0.99,2005-06-21 20:48:37
8548,413,1,13472,2.99,2005-06-11 15:56:37
8549,336,2,12146,1.99,2005-06-22 01:54:37
8550,511,2,15931,8.99,2005-06-08 06:50:37
8551,231,1,13030,0.99,2005-07-26 09:54:37
8552,312,1,3578,3.99,2005-08-27 05:55:37
8553,584,2,13515,8.99,2005-07-08 12:45:37
8554,318,2,13660,2.99,2005-05-26 21:10:37
8555,463,1,3706,1.99,2005-08-09 09:48:37
8556,598,1,4130,6.99,2005-06-21 11:32:37
8557,346,2,13497,4.99,2005-09-05 11:22:37
8558,578,1,298,7.99,2005-08-19 14:21:37
8559,221,2,11354,4.99,2005-08-02 05:14:37
8560,565,2,3155,1.99,2005-08-31 14:28:37
8561,324,2,2521,1.99,2005-05-30 17:27:37
8562,204,1,13499,1.99,2005-07-12 07:18:37
8563,55,1,5927,9.99,2005-09-06 22:07:37
8564,41,2,2387,6.99,2005-06-30 19:08:37
8565,325,2,4887,0.99,2005-09-09 08:55:37
8566,339,2,9720,6.99,2005-09-09 08:31:37
8567,570,2,5251,1.99,2005-09-15 10:21:37
8568,467,2,3972,9.99,2005-08-13 19:58:37
8569,22,1,7711,7.99,2005-09-13 19:17:37
8570,219,2,2159,5.99,2005-09-11 21:01:37
8571,211,2,3797,9.99,2005-07-31 01:36:37
8572,410,2,7831,3.99,2005-07-07 06:15:37
8573,490,1,1381,2.99,2005-08-01 10:01:37
8574,512,1,14842,9.99,2005-08-03 17:05:37
8575,198,1,10492,0.99,2005-07-31 18:55:37
8576,39,1,15378,1.99,2005-08-23 19:51:37
8577,112,2,5887,5.99,2005-07-28 12:02:37
8578,288,1,4911,3.99,2005-07-17 10:59:37
8579,383,1,484,9.99,2005-07-09 23:51:37
8580,377,2,5601,7.99,2005-07-19 20:15:37
8581,28,1,1505,8.99,2005-08-04 16:09:37
8582,80,2,6248,0.99,2005-06-17 12:20:37
8583,87,1,10909,1.99,2005-07-04 09:55:37
8584,419,2,2482,3.99,2005-09-02 11:03:37
8585,95,1,12430,0.99,2005-08-18 06:56:37
8586,552,1,8636,8.99,2005-09-01 07:00:37
8587,452,2,14623,1.99,2005-07-23 23:59:37
8588,292,2,10687,1.99,2005-07-12 18:50:37
8589,120,2,6998,7.99,2005-06-15 14:28:37
8590,324,2,15708,4.99,2005-06-23 20:43:37
8591,82,1,4671,5.99,2005-06-07 10:26:37
8592,173,1,3122,3.99,2005-07-23 13:10:37
8593,209,1,15132,2.99,2005-07-20 14:13:37
